,0,1
0,"
[반도체 특강] 패키지를 봉합하다_인캡슐레이션(Encapsulation) 공정
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2343?category=1067703
1,"
[반도체 특강] 와이어본딩(Wire Bonding), 칩을 바느질해 PCB에 연결하다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2321?category=1067703
2,"
[반도체 특강] 다이본딩(Die Bonding), 패키지 기판에 칩을 올리다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2256?category=1067703
3,"
[반도체 특강] 싱귤레이션(Singulation), 한 장의 웨이퍼가 여러 개의 반도체 칩으로 나뉘는 순간
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2239?category=1067703
4,"
[반도체 특강] 백그라인딩(Back Grinding), 웨이퍼의 두께를 결정 짓다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2216?category=1067703
5,"
[반도체 특강] 경박단소(輕薄短小), 반도체 패키지의 방향
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=1/2187?category=1067703
